NA-42_shelfmark,Heading,Title,Imprint,Format,Date1,Date2,City,Country,Language,Category,Subject,Binding,Lot_no,Shelfmark,Shelf,Shelf_section,In_TCD,Is_measured,Has_photo,height,width,Measurement_inferred
F.6.1 [10],"SOMEREN (Johan van), J. C.","Herstelde oudtheyt, ofte beschrijvingevan Batavia, wesende een gedeelte van't hertoghdom Gelre ende graafschap Hollandt.","Nymegen, 1657. 4°.",4°,1657,0,Nijmegen,ne|,DUTCH,GERMANIAE INFERIORIS ,General History of the United Provinces,vellum,7147,Fag.T.9.3,F6,1,TRUE,FALSE,FALSE,214,42,(estimate)
F.6.1 [11],"SCRIVERIUS, seu SCHREINER (Petrus).","Batavia illustrata ; seu, de Batavorum Insulâ, Hollandia, &c., scriptores varii, collecti simulque editi, ex musaeo P. Scriverii.","Lugd. Bat. (Elzevir.), 1609. 4°.",4°,1609,0,Leiden,ne|,LATIN,GERMANIAE INFERIORIS ,General History of the United Provinces,vellum,7141,Fag.T.10.55,F6,1,TRUE,FALSE,FALSE,214,42,(estimate)
F.6.1 [12],"SCRIVERIUS, seu SCHREINER (Petrus).","Oude en nieuwe beschryvinge van Holland, Zeeland en Vriesland, midsgaders de opkomste, . . . en daden der selver graven, van Diederick I. tot Philips III.: uyt het Latijn in onse Nederlantsche tale gebracht ; &c.","'s Graven-Hage, 1667. 4°.",4°,1667,0,Hague,ne|,DUTCH,GERMANIAE INFERIORIS ,General History of the United Provinces,vellum,7093,Fag.T.1.11,F6,1,TRUE,TRUE,TRUE,209,71,
F.6.1 [13],WACHTENDORPIUS (Casparus).,"De oude Hollandsche geschiedenissen, ofte korte Hollandtsche rym-kronyck, verdeylt in 14 poëtische boecken.",Amst. 1645. 4°,4°,1645,0,Amsterdam,ne|,DUTCH,GERMANIAE INFERIORIS ,"Belgic and Batavian Chronicles, in Prose and Rime",vellum,6859,Fag.H.4.64,F6,1,TRUE,TRUE,TRUE,203,33,
F.6.1 [14],OUDENHOVEN (Jacobus van).,"Out-Hollandt, nu Zuyt-Hollandt, vervangende een generale beschrijvinge, .. .","Dordrecht, 1654. 4°",4°,1654,0,Dordrecht,ne|,DUTCH,GERMANIAE INFERIORIS ,General Hist. & Topography of the United States [Provinces],vellum,7059,Fag.H.4.73,F6,1,TRUE,TRUE,TRUE,204,48,
F.6.1 [15],"SCRIVERIUS, seu SCHREINER (Petrus).","Het oude Goutsche kronycxken of historie van Hollandt, Zeelandt, Vrieslandt en Vtrecht: op nieus oversien en verbetert ; &c.",Amst. 1663. 4°.,4°,1663,0,Amsterdam,ne|,DUTCH,GERMANIAE INFERIORIS ,"Belgic and Batavian Chronicles, in Prose and Rime",calf,6849,Fag.A.10.91,F6,1,TRUE,TRUE,TRUE,199,27,
F.6.1 [16],MEURSIUS (Joannes).,"Athenæ Batavæ ; sive de urbe Leidensi & academiâ, virisque claris qui utramque ingenio suo atque scriptis illustrarunt, libri duo.",Lugd. Bat. 1625. 4°,4°,1625,0,Leiden,ne|,LATIN,LITERAE HUMANIORES (Pars I.),Foreign Universities,vellum,207,Fag.C.4.65,F6,1,TRUE,TRUE,TRUE,202,39,
F.6.1 [17],ORLERS (Jan Janssen).,Beschrijvinge der stad Leyden. ,"Leyden, 1614. 4°.",4°,1614,0,Leiden,ne|,DUTCH,HOLLANDIA,Cities in the Province of Holland,vellum,7264,Fag.H.4.26,F6,1,TRUE,TRUE,TRUE,201,41,
F.6.1 [18],BLEYSWIJCK (Dirck van),Beschryvinge der stadt Delft.,"Delft, 1667. 4°.",4°,1667,0,Delft,ne|,DUTCH,HOLLANDIA,Cities in the Province of Holland,vellum,7213,Fag.S.9.6,F6,1,TRUE,FALSE,TRUE,197,37,
F.6.1 [19],SCHREVELIUS (Theodorus).,"Harlemum ; sive, urbis Harlemensis incunabula, incrementa, . . .",Lugd. Bat. 1647. 4°.,4°,1647,0,Leiden,ne|,LATIN,HOLLANDIA,Cities in the Province of Holland,calf,7244,Fag.T.11.54,F6,1,TRUE,FALSE,FALSE,214,42,(estimate)
F.6.1 [20],[Not held in TCD],Spotprinten der Franschen tegen de Hollanders,s.l. s.n.. 4°.,4°,uuuu,0,Not known,xx|,unknown,unknown,unknown,unknown,none,F.6.1 [20],F6,1,FALSE,FALSE,FALSE,214,42,(estimate)
F.6.1 [21],[Not held in TCD],Comitatus Hollandiae descriptio designatore Balth. Flor a Berleur,s.l. s.a.. 4°.,4°,uuuu,0,Not known,xx|,unknown,unknown,unknown,unknown,none,F.6.1 [21],F6,1,FALSE,FALSE,FALSE,214,42,(estimate)
F.6.1 [22],"BEVEROVICIUS, seu van BEVERWYCK (Johannes), M. D. ","T begin van Hollandt in Dordrecht. Mitsgaders der eerster stede beschrijvinge, regeringe, ende regeerders.","Dordrecht, 1640. 4°.",4°,1640,0,Dordrecht,ne|,DUTCH,HOLLANDIA,Cities in the Province of Holland,vellum,7218,Fag.S.9.20,F6,1,TRUE,FALSE,TRUE,210,38,
F.6.1 [23],HOLLANDIA.,"Repertorium van de placcaten, octroyen . . . geregistreett inde memoriael-boecken vanden hove van Hollandt, 1513-1642, &c.","'s Gravenhage, 1643. 4°.",4°,1643,0,Hague,ne|,DUTCH,THEOLOGIA,History of the Jesuits,calf,760,Fag.H.3.78,F6,1,TRUE,TRUE,TRUE,223,32,
F.6.1 [24],"MATTHAEUS (Antonius), filius.","De nobilitate, de principibus, de ducibus,. . . de comitatu Hollandiae et dioecesi Ultraiectina libri quatuor.",Amst. & Lugd. Batav. 1686. 4°.,4°,1686,0,Amsterdam,ne|,LATIN,PHILOLOGIA,"Philologi, Critici, ac Polygraphi",vellum,2754,Fag.G.3.1,F6,1,TRUE,FALSE,TRUE,239,77,
F.6.1 [25],"MATTHAEUS (Antonius), filius.","De jure gladii tractatus, et de toparchis qui exercent id in dioecesi Ultrajectina.",Lugd. Batav. 1689. 4°.,4°,1689,0,Leiden,ne|,LATIN,JUS CIVILE,"Miscellanies, Political and Juridical",vellum,8677,Fag.O.5.33,F6,1,TRUE,TRUE,TRUE,231,43,
F.6.1 [26],[Not held in TCD],eenige ordonnantien en placcaten,s.l. s.a.. 4°.,4°,uuuu,0,Not known,xx|,unknown,unknown,unknown,unknown,none,F.6.1 [26],F6,1,FALSE,FALSE,FALSE,214,42,(estimate)
F.6.2 [1],"BURGUNDIUS (Nicolaus), J. C.","Opera omnia quae de jure fecit, in unum corpus redacta ac indicibus peramplis locupletata. ","Bruxellis, 1674. 4°.",4°,1674,0,Brussels,be|,LATIN,JUS CIVILE,"Miscellanies, Political and Juridical",vellum,8566,Fag.O.7.61,F6,2,TRUE,TRUE,TRUE,198,40,
F.6.2 [2],LAEN (Adriaen vander).,Bericht van de poincten en articulen daer op Adriaen vander Laen by den advocaet fiscael en procureur generael van Holland is geexamineert.,[s.l.] 1668. 4°.,4°,1668,0,Not known,xx|,DUTCH,HOLLANDIA,"Miscellanies; Historical, Political, Juridical, relating to the United Provinces",vellum,7552,Fag.O.5.26,F6,2,TRUE,TRUE,TRUE,237,24,
F.6.2 [3],LAEN (Adriaen vander).,"Vertoogh van de redenen die den burgemeesteren der stadt Leyden bewogen hebben om, ... te procederen tegens Adriaen vander Laen.",[s.l.] 1668. 4°.,4°,1668,0,Not known,xx|,DUTCH,HOLLANDIA,"Miscellanies; Historical, Political, Juridical, relating to the United Provinces",vellum,7552,Fag.O.5.25,F6,2,TRUE,TRUE,TRUE,236,25,
F.6.2 [4],[Not held in TCD],"Instructies voor de chambre unipartie, grooten Raed van Mechelen, hogen Raed in Holland, Hag. 1656",Hag. 1656. 4°.,4°,1656,0,Hague,ne|,unknown,unknown,unknown,unknown,none,F.6.2 [4],F6,2,FALSE,FALSE,FALSE,214,23,(estimate)
F.6.2 [5],NETHERLANDS,"Recueil van de redenen, dienende tot adstructie van 't geen de staten generael der Vereenigde Nederlanden hebben gepresenteert . . .","'s Graven-Hage, 1671. 4°.",4°,1671,0,Hague,ne|,DUTCH,APPENDIX,Appendix,vellum,9735,Fag.U.10.42,F6,2,TRUE,FALSE,FALSE,214,23,(estimate)
F.6.2 [6],"MEVIUS (David), J. C.",Discursus de amnestia.,Rostoch. 1643. 4°,4°,1643,0,Rostock,gw|,LATIN,JUS CIVILE,"Miscellanies, Political and Juridical",vellum,8682,Fag.P.5.1,F6,2,TRUE,TRUE,TRUE,232,17,
F.6.2 [7],"GRASWINCKELIUS (Theodorus), J. C.",De jure majestatis dissertatio.,"Hagae Comitis, 1642. 4°.",4°,1642,0,Hague,ne|,LATIN,JUS CIVILE,Of Monarchy and Tyranny,vellum,8520,Fag.P.6.23,F6,2,TRUE,TRUE,TRUE,229,27,
F.6.2 [8],"BUDELIUS (Renerus), J. C.","De monetis, et re nvmaria, libri dvo: acc. tractatus varii authorum qui de monetis scripserunt.",Col. Agripp. 1591. 4°. ,4°,1591,0,Cologne,gw|,LATIN,ANTIQUITATES,Coins and Medals,vellum,5002,Fag.I.6.68,F6,2,TRUE,TRUE,TRUE,232,45,
F.6.2 [9],MASCARDUS (Alderanus).,"Communes i[uris] v[triusque] conclusiones, ad generalem quorumcunque statutorum interpretationem accommodatae. Cum suis ampliationibus & limitationibus magis à doctoribus receptis.",Colon. Agripp. 1623. 4°.,4°,1623,0,Cologne,gw|,LATIN,JUS CIVILE,"Miscellanies, Political and Juridical",vellum,8676,Fag.P.6.24,F6,2,TRUE,TRUE,TRUE,224,43,
F.6.2 [10:1],HUBERUS (Ulricus).,Praelectiones juris civilis.,"Franequerae, 1687-90. 4°. 3 tom.",4°,1687,1690,Franeker,ne|,LATIN,JUS CIVILE,Civil and Canon Law,vellum,8410,Fag.O.6.56,F6,2,TRUE,TRUE,TRUE,210,40,
F.6.2 [10:2],HUBERUS (Ulricus).,Praelectiones juris civilis.,"Franequerae, 1687-90. 4°. 3 tom.",4°,1687,1690,Franeker,ne|,LATIN,JUS CIVILE,Civil and Canon Law,vellum,8410,Fag.O.6.57,F6,2,TRUE,TRUE,TRUE,213,42,
F.6.2 [10:3],HUBERUS (Ulricus).,Praelectiones juris civilis.,"Franequerae, 1687-90. 4°. 3 tom.",4°,1687,1690,Franeker,ne|,LATIN,JUS CIVILE,Civil and Canon Law,vellum,8410,Fag.O.6.58,F6,2,TRUE,TRUE,TRUE,210,47,
F.6.2 [11],HUBERUS (Ulricus).,Digressiones Justinianeæ.,"Franequerae, 1688. 4°.",4°,1688,0,Franeker,ne|,LATIN,JUS CIVILE,Civil and Canon Law,vellum,8411,Fag.O.6.59,F6,2,TRUE,TRUE,TRUE,211,52,
F.6.2 [12],HUBERUS (Ulricus).,De jure civitatis libri tres.,"Franequerae, 1694. 4°. ed. 3ia.",4°,1694,0,Franeker,ne|,LATIN,JUS CIVILE,Civil and Canon Law,vellum,8412,Fag.O.6.60,F6,2,TRUE,TRUE,TRUE,211,39,
F.6.2 [13],VROMANS (Pieter).,"Tractaet de foro competenti, verklaerende van welke zaeken het hof ende de hooge raed ter eerster instantie kennisse neemen ; naeder bevestigd ende vermeerderd door mr. Hubertus van Middellant.","Leyden, 1722. 4°.",4°,1722,0,Leiden,ne|,DUTCH,HOLLANDIA,"Miscellanies; Historical, Political, Juridical, relating to the United Provinces",vellum,7580,Fag.P.7.7,F6,2,TRUE,FALSE,FALSE,214,23,(estimate)
F.6.2 [14:1],"TREATIES, seu TRACTATUS.","Theatrum pacis ; hoc est, tractatuum atque instrumentorum praecipuorum ab an. inde 1647-60 usque in Europa initorum et conclusorum collectio [ Lat. Germ. ]","Nürnb. 1684,5. 4°. 2 tom.",4°,1684,1685,Nuremberg,gw|,MUL,JUS CIVILE,Treaties,vellum,8964,Fag.H.3.60,F6,2,TRUE,TRUE,TRUE,213,50,
F.6.2 [14:2],"TREATIES, seu TRACTATUS.","Theatrum pacis ; hoc est, tractatuum atque instrumentorum praecipuorum ab an. inde 1647-60 usque in Europa initorum et conclusorum collectio [ Lat. Germ. ]","Nürnb. 1684,5. 4°. 2 tom.",4°,1684,1685,Nuremberg,gw|,MUL,JUS CIVILE,Treaties,vellum,8964,Fag.H.3.61,F6,2,TRUE,TRUE,TRUE,217,74,
F.6.2 [15],"SCHIAPPALARIA (Stefano Ambrogio), Genovese.",Osservationi politiche et discorsi pertineoti a' governi di stato: trattati insieme con la vita di Caio Givlio Cesare ; con vn sommario di quanto è successo nella rep. romana dal principio suo fino al proconsolato di Cesare.,"Verona, 1600. 4°.",4°,1600,0,Verona,sz|,ITALIAN,JUS CIVILE,"Miscellanies, Political and Juridical",vellum,8754,Fag.O.7.53,F6,2,TRUE,TRUE,TRUE,187,32,
F.6.2 [16],SPONTONE (Ciro).,Dodici libri del governo di stato.,Verona. 1599. 4°.,4°,1599,0,Verona,sz|,ITALIAN,JUS CIVILE,Of Governments,vellum,8511,Fag.O.7.13,F6,2,TRUE,TRUE,TRUE,193,29,
F.6.2 [17],SANSOVINO (Francesco).,"Del governo et amministratione di diversi regni et republiche, cosl antiche come moderne, libri XXII.","Vinegia, 1607. 4°.",4°,1607,0,Venice,it|,ITALIAN,JUS CIVILE,Of Governments,vellum,8506,Fag.O.8.65,F6,2,TRUE,TRUE,TRUE,211,32,
F.6.2 [18],"REMIGIUS, Florentinus, ord. praed.","Considerationi civili sopra l'Historie di Francesco Guicciardini e d'altri historici; con alcune lettere familiari dell' istesso sopra varie materie scritte à diversi gentil' huomini, e CXLV. advertimenti di Francesco Guicciardini.","Venetia, 1582. 4°. ",4°,1582,0,Venice,it|,ITALIAN,JUS CIVILE,"Miscellanies, Political and Juridical",vellum,8633,Fag.O.7.4,F6,2,TRUE,FALSE,TRUE,209,34,
F.6.2 [19],BIESIUS (Nicolaus),"De republica libri quatuor, quibus universa de moribus philosophia continetur. ",Antverp. 1556. 4°.,4°,1556,0,Antwerp,be|,LATIN,JUS CIVILE,Of Governments,vellum,8477,Fag.G.7.32,F6,2,TRUE,FALSE,TRUE,192,24,
F.6.2 [20],CAIMO (Pompeo).,"Parallelo politico delle republiche antiche, e moderne.","Padoua, 1627. 8° ed.2nd",8°,1627,0,Padua,it|,ITALIAN,JUS CIVILE,Of Governments,vellum,8484,Fag.G.7.38,F6,2,TRUE,FALSE,TRUE,164,24,
F.6.2 [21],GRAMIGNA (Vincenzo).,"Del governo tirannico, e regio, libri due.","Napoli, 1615. 4°.",4°,1615,0,Naples,it|,ITALIAN,JUS CIVILE,Of Monarchy and Tyranny,calf,8528,Fag.T.2.18,F6,2,TRUE,TRUE,TRUE,203,22,
F.6.2 [22],"TRITHEMIUS, seu TRITEMIUS, seu TRITTENHEMIUS (Johannes), ord. bened., Spanheimensis primo, deinde Jacobi Maioris apud Herbipolim abbas.","Steganographia ; hoc est, ars per occultam scripturam animi sui voluntatem absentibus aperiendi certa, praefixa est huic operi sua clavis, seu vera introductio ab ipso authore concinnata.","Darmbstad, 1621. 4°.",4°,1621,0,Darmstadt,gw|,LATIN,LITERAE HUMANIORES (Pars I.),Cryptography and short-hand,vellum,268,Fag.I.7.63,F6,2,TRUE,FALSE,TRUE,204,21,
F.6.2 [23],"HOTTINGA (Dominique de), J. C.",Polygraphie et universelle escriture cabalistique. [Une traduction du Latin de TRITHEMIUS par Gabriel de Collange ; reimprimée sous le nom de Dominique de Hottinga].,"Emden, 1620. 4°. [Une traduction du Latin de TRITHEMIUS par Gabriel de Collange ; reimprimée sous le nom de Dominique de Hottinga].",4°,1620,0,Emden,gw|,FRENCH,LITERAE HUMANIORES (Pars I.),Cryptography and short-hand,calf,267,Fag.K.7.18,F6,2,TRUE,TRUE,TRUE,215,32,
F.6.2 [24],"SCHOTTUS (Gaspar), S. J.","Schola steganographica, in classes octo distributa.",Herbip. 1665. 4°.,4°,1665,0,Würzburg,gw|,LATIN,LITERAE HUMANIORES (Pars I.),Cryptography and short-hand,vellum,272,Fag.K.6.27,F6,2,TRUE,TRUE,TRUE,211,37,
F.6.2 [25],REGIUS (Ludovicus).,"Oratio ad Henricum II., Franc., & Philippum, Hispan., reges, de pace & concordia nuper inter eos inita, & bello religionis Christianae hostibus inferendo.",Paris. 1559. 4°.,4°,1559,0,Paris,fr|,LATIN,FRANCIAE,"Hist. of France, from Charlemagne to Henry IV",calf,5845,Fag.R.10.45,F6,2,TRUE,FALSE,FALSE,231,23,
F.6.2 [26],LETTERS.,"Lettere di principi, le quali ò si scrivono da principi, ò à principi, ò ragionan di principi.","Venetia. (Giordan Ziletti),  1570.  4°.  3za ed.",4°,1570,0,Venice,it|,ITALIAN,PHILOLOGIA,Libri Italiani; Poesie e Mescolanze,vellum,3036,Fag.G.4.22,F6,2,TRUE,FALSE,TRUE,206,38,
F.6.2 [27],AMMIRATO (Scipione) il vecchio,Discorsi sopra Cornelio Tacito.,"Fiorenza, 1598. 4°.",4°,1598,0,Florence,it|,ITALIAN,LITERAE HUMANIORES (Pars II.),Greek and Roman classics and translations,vellum,2475,Fag.G.10.66,F6,2,TRUE,FALSE,FALSE,232,23,
F.6.2 [28],GIRARDI (Antonio).,"Discorso alle cose della guerra, con una oratione della pace del cardinal Polo.","Nell' academia Venetiana, 1558. 4°.",4°,1558,0,Venice,it|,ITALIAN,PHILOLOGIA,Libri Italiani; Poesie e Mescolanze,vellum,3052,Fag.P.8.34,F6,2,TRUE,FALSE,FALSE,204,23,
F.6.2 [29],RICCI (Lodovico).,"Continuatione [o 2da parte] del Thesoro politico, nella quale si contengono trattati, discorsi, . . . di molta importanza per li maneggi, i nteressi, . . . de' principi.",Bologna 1604. 4°.,4°,1604,0,Bologna,it|,ITALIAN,JUS CIVILE,"Miscellanies, Political and Juridical",vellum,8744,Fag.P.6.28,F6,2,TRUE,TRUE,TRUE,211,34,
F.6.3 [1:1],AMMIRATO (Scipione) il vecchio,Opuscoli.,"Firenze, 1640, 1637, 1642. 4°. 3 tom.",4°,1637,1642,Florence,it|,ITALIAN,PHILOLOGIA,Libri Italiani; Poesie e Mescolanze,vellum,3013,Fag.G.3.12,F6,3,TRUE,FALSE,TRUE,218,53,
F.6.3 [1:2],AMMIRATO (Scipione) il vecchio,Opuscoli.,"Firenze, 1640, 1637, 1642. 4°. 3 tom.",4°,1637,1642,Florence,it|,ITALIAN,PHILOLOGIA,Libri Italiani; Poesie e Mescolanze,vellum,3013,Fag.G.3.13,F6,3,TRUE,FALSE,TRUE,217,49,
F.6.3 [1:3],AMMIRATO (Scipione) il vecchio,Opuscoli.,"Firenze, 1640, 1637, 1642. 4°. 3 tom.",4°,1637,1642,Florence,it|,ITALIAN,PHILOLOGIA,Libri Italiani; Poesie e Mescolanze,vellum,3013,Fag.G.3.14,F6,3,TRUE,FALSE,TRUE,219,38,
F.6.3 [2],"GUEVARA (Antonius), evêque de Guadix & Mondovedo.","Epistolae ac dissertationes, in quibus multa S. Scripturae loca explicantur, antiquitates illustrantur, historiae ex omni antiquitate petitae, referuntur ; . . .",Francof 1671. 4°,4°,1671,0,Frankfurt am Main,gw|,LATIN,PHILOLOGIA,Epistolae clarorum Virorum,vellum,2850,Fag.G.3.9,F6,3,TRUE,FALSE,FALSE,214,54,
F.6.3 [3],"BELLUS (Julius), JCtus.","Praxis [seu Thesaurus] prudentiae politicae ; hoc est, selectiores tractatus, monita, acta, relationes, &c. Latinè simul et Italicè ed. à Phil. Honorio.",Francof. 1610-1611. 4° (2 partt.) ,4°,1610,1611,Frankfurt am Main,gw|,LATIN,JUS CIVILE,"Miscellanies, Political and Juridical",vellum,8642,Fag.O.6.42,F6,3,TRUE,TRUE,TRUE,218,61,
F.6.3 [4],"FIESCHI, Lat. FLISCUS (Flavio).","Il perfetto ministro con lvso della vera politica, con le risposte a quanto il ministro di stato, con l'uso della politica moderna, hà detto contra le corone di Spagna, e natione Spagnola.","Napoli, 1644. 4°.",4°,1644,0,Naples,it|,ITALIAN,JUS CIVILE,"Miscellanies, Political and Juridical",vellum,8606,Fag.O.6.31,F6,3,TRUE,TRUE,TRUE,200,26,
F.6.3 [5],GUARINI (Giovanni Battista).,Lettere.,Venetia 1594. 4°,4°,1594,0,Venice,it|,ITALIAN,PHILOLOGIA,Libri Italiani; Poesie e Mescolanze,vellum,3033,Fag.G.4.1,F6,3,TRUE,FALSE,TRUE,217,21,
F.6.3 [6],TATIO (Giovanni).,"La imagine del rettore della bene ordinata città, ove si discorrono i modi che dalla fanciullezza per fino alla età uirile si debbono tenere da quello, che deue esser eletto al gouerno d'alcuna città.","Vinetia, 1573. 4°.",4°,1573,0,Venice,it|,ITALIAN,JUS CIVILE,Of Governments,vellum,8512,Fag.O.7.10,F6,3,TRUE,TRUE,TRUE,197,21,
F.6.3 [7],BARTOLI (Cosimo.),Discorsi historici universali.,Genova. 1582. 4°.,4°,1582,0,Genoa,it|,ITALIAN,PHILOLOGIA,Libri Italiani; Poesie e Mescolanze,vellum,3018,Fag.G.7.8,F6,3,TRUE,FALSE,TRUE,210,26,
F.6.3 [8],"RIBADENEYRA, seu RIBADENEIRA, seu RIVADENEYRA (Petrus), S. J.","[Tratado de la religion y virtudes que deue tener el principe Christiano, para gouernar y conseruar sus estados] dalla lingua spagnvol. nella italiana trad. per Scipione Metelli.","Genova, 1598. 4°.",4°,1598,0,Genoa,it|,ITALIAN,JUS CIVILE,"Miscellanies, Political and Juridical",vellum,8663,Fag.D.7.39,F6,3,TRUE,FALSE,TRUE,207,36,
F.6.3 [9],MACHIAVELLI (Nicolo).,Le prince. Traduit d'italien par Guillaume Cappel.,"Paris, 1553. 4°.",4°,1553,0,Paris,fr|,FRENCH,PHILOLOGIA,Libri Italiani; Poesie e Mescolanze,vellum,3042,Fag.O.8.15,F6,3,TRUE,FALSE,FALSE,200,54,
F.6.3 [10:1],MORHOFIUS (Daniel Georgius).,"Polyhistor, in tres tomos, literarium (cujus soli tres libri priores hactenus prodiere, nunc quatuor reliqui è MSS. accedunt), philosophicum, et practicum (nunc demùm editos, primoque ad junctos) divisus. Opus posthumum, revisum, emendatum [cum vita autoris, &c.], à Johanne Möllero.","Lubecae, 1708. 4°. 3 tom. in 2. ",4°,1708,0,Lübeck,gw|,LATIN,PHILOLOGIA,"Philologi, Critici, ac Polygraphi",vellum,2758,Fag.G.3.5,F6,3,TRUE,FALSE,TRUE,225,58,
F.6.3 [10:2],MORHOFIUS (Daniel Georgius).,"Polyhistor, in tres tomos, literarium (cujus soli tres libri priores hactenus prodiere, nunc quatuor reliqui è MSS. accedunt), philosophicum, et practicum (nunc demùm editos, primoque ad junctos) divisus. Opus posthumum, revisum, emendatum [cum vita autoris, &c.], à Johanne Möllero.","Lubecae, 1708. 4°. 3 tom. in 2. ",4°,1708,0,Lübeck,gw|,LATIN,PHILOLOGIA,"Philologi, Critici, ac Polygraphi",vellum,2758,Fag.G.3.6,F6,3,TRUE,FALSE,TRUE,226,71,
F.6.3 [11],"FONTANINUS (Justus), archiepisc. Ancyranus.",Della eloquenza Italiana.,"Roma, 1706. 4°",4°,1706,0,Rome,it|,ITALIAN,LITERAE HUMANIORES (Pars I.),Grammars and Dictionaries of various Languages,vellum,87,Fag.C.4.8,F6,3,TRUE,TRUE,TRUE,245,21,
F.6.3 [12:1],ITALIA.,"Della favella nobile d'Italia. Opere diverse, divise in tomi sei.",Venetia. 1644. 4°. 2 vols.,4°,1644,0,Venice,it|,ITALIAN,LITERAE HUMANIORES (Pars I.),Grammars and Dictionaries of various Languages,vellum,82,Fag.C.4.25,F6,3,TRUE,TRUE,TRUE,234,74,
F.6.3 [12:2],ITALIA.,"Della favella nobile d'Italia. Opere diverse, divise in tomi sei.",Venetia. 1644. 4°. 2 vols.,4°,1644,0,Venice,it|,ITALIAN,PHILOLOGIA,Libri Italiani; Poesie e Mescolanze,vellum,3026,Fag.C.4.26,F6,3,TRUE,TRUE,TRUE,234,54,
F.6.3 [13:1],RHETORES.,"Opera Graecorum, Latinorvm, et Italorvm nobiliorvm rhetorvm.",Venet. 1644. 4°. 8 tom. in 2.,4°,1644,0,Venice,it|,LATIN,LITERAE HUMANIORES (Pars II.),Greek and Roman classics and translations,vellum,2431,Fag.G.9.65,F6,3,TRUE,FALSE,TRUE,230,79,
F.6.3 [13:2],RHETORES.,"Opera Graecorum, Latinorvm, et Italorvm nobiliorvm rhetorvm.",Venet. 1644. 4°. 8 tom. in 2.,4°,1644,0,Venice,it|,LATIN,LITERAE HUMANIORES (Pars II.),Greek and Roman classics and translations,vellum,2431,Fag.G.9.66,F6,3,TRUE,FALSE,TRUE,230,60,
F.6.3 [14],RHENANUS (Beatus).,"Vetervm aliqvot de arte rhetorica traditiones, de tropis in primis et schematis uerborum et sententiarum opuscula, nunc primum in lucem aedita, cum quibusdam aliis.",Basil. 1521. 4°.,4°,1521,0,Basel,sz|,LATIN,LITERAE HUMANIORES (Pars I.),Method of Study,calf,44,Fag.F.8.9,F6,3,TRUE,FALSE,TRUE,210,27,
F.6.3 [15],[Not held in TCD],M. Fabii Quinctiliani de institutione oratoria libri XII,Oxon. 1693. 4°.,4°,1693,0,Oxford,enk,unknown,unknown,unknown,unknown,none,F.6.3 [15],F6,3,FALSE,FALSE,FALSE,214,54,(estimate)
F.6.3 [16],[Not held in TCD],Recherches italiennes et françoises par Antoine Oudin,Par. 1643. 4°.,4°,1643,0,Paris,fr|,unknown,unknown,unknown,unknown,none,F.6.3 [16],F6,3,FALSE,FALSE,FALSE,214,54,(estimate)
F.5.1 [1],ZANTEN (Laurens van).,"Treur-tooneel der doorluchtige vrouwen, beginnende met de Assyrische monarchie, en vervolgende tot aan het eynde deser eeuwe.",Amst. 1699.  4°.,4°,1699,0,Amsterdam,ne|,DUTCH,PHILOLOGIA,Dutch Poetry and Miscellanies,vellum,3581,Fag.H.3.80,F5,1,TRUE,TRUE,TRUE,235,51,
F.5.1 [2:1],BALEN (Matthys),Beschryvinge der stad Dordrecht. ,"Dordrecht, 1677. 4°. 2 voll.",4°,1677,0,Dordrecht,ne|,DUTCH,HOLLANDIA,Cities in the Province of Holland,vellum,7221,Fag.T.9.21,F5,1,TRUE,FALSE,FALSE,244,61,(estimate)
F.5.1 [2:2],BALEN (Matthys),Beschryvinge der stad Dordrecht. ,"Dordrecht, 1677. 4°. 2 voll.",4°,1677,0,Dordrecht,ne|,DUTCH,HOLLANDIA,Cities in the Province of Holland,vellum,7221,Fag.T.9.22,F5,1,TRUE,FALSE,FALSE,244,61,(estimate)
F.5.1 [3],DOES (Jacob vander).,"s Graven-Hage, met de voornaemste plaetsen en vermaecklijckheden.",s Graven-H. 1668. 4°.,4°,1668,0,Hague,ne|,DUTCH,HOLLANDIA,Cities in the Province of Holland,vellum,7242,Fag.O.7.30,F5,1,TRUE,TRUE,TRUE,225,20,
F.5.1 [4:1],HOOGHE (Romyn de).,Spiegel van staat des Vereenigde Nederlands.,Amst. 1706-7. 4°. 2 dln.,4°,1706,1707,Amsterdam,ne|,DUTCH,HOLLANDIA,"Miscellanies; Historical, Political, Juridical, relating to the United Provinces",vellum,7518,Fag.S.8.37,F5,1,TRUE,FALSE,TRUE,250,55,
F.5.1 [4:2],HOOGHE (Romyn de).,Spiegel van staat des Vereenigde Nederlands.,Amst. 1706-7. 4°. 2 dln.,4°,1706,1707,Amsterdam,ne|,DUTCH,HOLLANDIA,"Miscellanies; Historical, Political, Juridical, relating to the United Provinces",vellum,7518,Fag.S.8.38,F5,1,TRUE,FALSE,TRUE,249,57,
F.5.1 [5],EYNDIUS (Jacobus).,"Convivalis senatus super pace ab Hispano Foeder. Belgicae provinciis anno 1609 oblata. Accedunt Flandrici Belli lib. II, cum poëmatijs.",Lugd.-Batav. 1611. 4°.,4°,1611,0,Leiden,ne|,LATIN,HOLLANDIA,"Tractatus Pacis, Edicta, etc. vulgo Placaat-Boeken",vellum,7602,Fag.P.6.5,F5,1,TRUE,TRUE,TRUE,225,36,
